Codigo;Nome;Barra;Submercado
58; 5G797  _MMGD ;0; SE      
59; 5G798  _MMGD ;0; SE      
60; 5G826  _MMGD ;0; S       
61; 5G828  _MMGD ;0; S       
62; 5G832  _MMGD ;0; S       
63; 5G833  _MMGD ;0; S       
64; 5G835  _MMGD ;0; S       
65; 5G836  _MMGD ;0; S       
66; 5G838  _MMGD ;0; S       
67; 5G840  _MMGD ;0; S       
68; 5G841  _MMGD ;0; S       
69; 5G842  _MMGD ;0; S       
70; 5G844  _MMGD ;0; S       
71; 5G845  _MMGD ;0; S       
72; 5G847  _MMGD ;0; S       
73; D2JMF  _Artu ;0; S       
74; 5G849  _MMGD ;0; S       
75; 5G850  _MMGD ;0; S       
76; 5G851  _MMGD ;0; S       
77; 5G853  _MMGD ;0; S       
78; 5G854  _MMGD ;0; S       
79; 5G855  _MMGD ;0; S       
80; 5G857  _MMGD ;0; S       
81; 5G858  _MMGD ;0; S       
82; 5G859  _MMGD ;0; S       
83; 5G861  _MMGD ;0; S       
84; 5G862  _MMGD ;0; S       
85; 5G863  _MMGD ;0; S       
86; 5G864  _MMGD ;0; S       
87; 5G865  _MMGD ;0; S       
88; 5G866  _MMGD ;0; S       
89; 5G867  _MMGD ;0; S       
90; 5G869  _MMGD ;0; S       
91; 5G870  _MMGD ;0; S       
92; 5G871  _MMGD ;0; S       
93; 5G874  _MMGD ;0; S       
94; 5G875  _MMGD ;0; S       
95; 5G879  _MMGD ;0; S       
96; 5G880  _MMGD ;0; S       
97; 5G881  _MMGD ;0; S       
98; 5G882  _MMGD ;0; S       
99; 5G883  _MMGD ;0; S       
100; 5G885  _MMGD ;0; S       
101; 5G887  _MMGD ;0; S       
102; 5G888  _MMGD ;0; S       
103; 5G890  _MMGD ;0; S       
104; 5G892  _MMGD ;0; S       
105; 5G893  _MMGD ;0; S       
106; 5G894  _MMGD ;0; S       
107; 5G899  _MMGD ;0; S       
108; 5G948  _MMGD ;0; S       
