USIH ;    Nome      ;SegFPHA; Fcorrec ;    Rhs     ;    Varm     ;    Qtur     ;    Qlat     
281; PONTE PEDRA  ;2;1;0.0947;0;2.217213;-0.004181
281; PONTE PEDRA  ;3;1;0.3887;0;2.209629;-0.006348
281; PONTE PEDRA  ;4;1;1.5661;0;2.189383;-0.006371
283; STA CLARA MG ;1;1;0;0;0.453037;-0.001246
283; STA CLARA MG ;2;1;0.2098;0;0.446577;-0.004167
283; STA CLARA MG ;3;1;0.6048;0;0.440494;-0.006809
283; STA CLARA MG ;4;1;1.1607;0;0.434788;-0.009172
284; FERREIRA GOM ;1;1;0;0;0.166079;-0.001731
284; FERREIRA GOM ;2;1;4.6864;0;0.154382;-0.00489
284; FERREIRA GOM ;3;1;10.6882;0;0.146891;-0.007105
284; FERREIRA GOM ;4;1;16.7766;0;0.141826;-0.008959
285; JIRAU        ;1;0.99003;0;0.767808;0.09823;-0.011812
285; JIRAU        ;2;0.99003;0;0.663923;0.102526;-0.018168
285; JIRAU        ;3;0.99003;0;0.222648;0.134966;-0.013084
285; JIRAU        ;4;0.99003;0;0.056772;0.153257;-0.007776
285; JIRAU        ;5;0.99003;0;0;0.165777;-0.001939
285; JIRAU        ;6;0.99003;84.9803;0.994896;0.085709;-0.017879
285; JIRAU        ;7;0.99003;167.0223;1.067974;0.079665;-0.025353
285; JIRAU        ;8;0.99003;190.9068;0.591045;0.098507;-0.027142
285; JIRAU        ;9;0.99003;332.9187;1.289632;0.067444;-0.025353
285; JIRAU        ;10;0.99003;333.275;1.290584;0.067418;-0.022453
285; JIRAU        ;11;0.99003;717.101;1.632476;0.048568;-0.027142
286; STO ANT JARI ;1;1;0;0.146775;0.232463;-0.003231
286; STO ANT JARI ;2;1;0;0.136184;0.232641;-0.003607
286; STO ANT JARI ;3;1;0;0.128651;0.232894;-0.003607
286; STO ANT JARI ;4;1;0;0.123142;0.233172;-0.003607
286; STO ANT JARI ;5;1;0;0;0.241443;-0.001594
286; STO ANT JARI ;6;1;2.4763;0.136184;0.226862;-0.007117
286; STO ANT JARI ;7;1;2.4763;0.128651;0.227115;-0.006784
286; STO ANT JARI ;8;1;2.5555;0.123142;0.227207;-0.007117
286; STO ANT JARI ;9;1;2.6287;0.146775;0.226328;-0.007117
286; STO ANT JARI ;10;1;5.4926;0.246285;0.219644;-0.008739
286; STO ANT JARI ;11;1;5.7304;0.257302;0.219089;-0.008739
286; STO ANT JARI ;12;1;5.9472;0.272368;0.218583;-0.008739
286; STO ANT JARI ;13;1;6.0996;0.293551;0.218227;-0.00842
286; STO ANT JARI ;14;1;8.5644;0.257302;0.215782;-0.011521
286; STO ANT JARI ;15;1;8.6437;0.246285;0.215967;-0.011823
286; STO ANT JARI ;16;1;8.7812;0.272368;0.215276;-0.011521
286; STO ANT JARI ;17;1;9.5432;0.293551;0.214208;-0.011823
286; STO ANT JARI ;18;1;13.9107;0.369427;0.209112;-0.013317
286; STO ANT JARI ;19;1;14.6241;0.385953;0.208279;-0.01302
286; STO ANT JARI ;20;1;15.2745;0.408551;0.20752;-0.013317
286; STO ANT JARI ;21;1;15.7317;0.440326;0.206987;-0.01302
286; STO ANT JARI ;22;1;17.2046;0.385953;0.206272;-0.016273
286; STO ANT JARI ;23;1;17.2046;0.369427;0.206549;-0.015978
286; STO ANT JARI ;24;1;17.855;0.408551;0.205513;-0.015978
286; STO ANT JARI ;25;1;19.6839;0.440326;0.203912;-0.015978
286; STO ANT JARI ;26;1;24.1947;0.49257;0.200403;-0.017751
286; STO ANT JARI ;27;1;25.6215;0.514605;0.199293;-0.017455
286; STO ANT JARI ;28;1;26.9223;0.544735;0.198281;-0.017455
286; STO ANT JARI ;29;1;27.8367;0.587101;0.197569;-0.017455
287; STO ANTONIO  ;1;1;0;0.090227;0.224098;-0.006884
287; STO ANTONIO  ;2;1;0;0.088737;0.224129;-0.007588
287; STO ANTONIO  ;3;1;0;0.086823;0.224206;-0.00767
287; STO ANTONIO  ;4;1;0;0.08443;0.22435;-0.007315
287; STO ANTONIO  ;5;1;0;0;0.231151;-0.002249
287; STO ANTONIO  ;6;1;60.863;0.088737;0.200273;-0.013653
287; STO ANTONIO  ;7;1;60.863;0.086823;0.20035;-0.013207
287; STO ANTONIO  ;8;1;61.0161;0.090227;0.200183;-0.013319
287; STO ANTONIO  ;9;1;61.1088;0.08443;0.200398;-0.013319
287; STO ANTONIO  ;10;1;77.1752;0.16886;0.193849;-0.015813
287; STO ANTONIO  ;11;1;77.9127;0.173645;0.19356;-0.015873
287; STO ANTONIO  ;12;1;78.306;0.177473;0.193406;-0.015943
287; STO ANTONIO  ;13;1;78.4592;0.180454;0.193346;-0.015644
287; STO ANTONIO  ;14;1;181.9204;0.173645;0.173176;-0.020951
287; STO ANTONIO  ;15;1;182.1662;0.16886;0.173273;-0.020673
287; STO ANTONIO  ;16;1;182.3138;0.177473;0.173022;-0.020579
287; STO ANTONIO  ;17;1;183.0795;0.180454;0.172842;-0.020673
287; STO ANTONIO  ;18;1;213.0152;0.253291;0.166975;-0.022754
287; STO ANTONIO  ;19;1;215.2275;0.260468;0.166542;-0.022804
287; STO ANTONIO  ;20;1;216.4076;0.26621;0.16631;-0.022862
287; STO ANTONIO  ;21;1;216.8671;0.270682;0.16622;-0.022613
287; STO ANTONIO  ;22;1;347.0245;0.260468;0.149322;-0.02703
287; STO ANTONIO  ;23;1;347.0245;0.253291;0.149466;-0.026798
287; STO ANTONIO  ;24;1;348.2045;0.26621;0.149091;-0.026721
287; STO ANTONIO  ;25;1;350.0424;0.270682;0.14882;-0.026798
287; STO ANTONIO  ;26;1;391.372;0.337721;0.143421;-0.028526
287; STO ANTONIO  ;27;1;395.7967;0.34729;0.142842;-0.028567
287; STO ANTONIO  ;28;1;398.1568;0.354947;0.142534;-0.028615
287; STO ANTONIO  ;29;1;399.0757;0.360909;0.142414;-0.028409
287; STO ANTONIO  ;30;1;541.8068;0.337721;0.128679;-0.03215
287; STO ANTONIO  ;31;1;542.2985;0.34729;0.128487;-0.031737
287; STO ANTONIO  ;32;1;544.6586;0.354947;0.128178;-0.03181
287; STO ANTONIO  ;33;1;548.028;0.360909;0.127818;-0.031874
287; STO ANTONIO  ;34;1;598.369;0.422151;0.122885;-0.033302
287; STO ANTONIO  ;35;1;605.7434;0.434113;0.122163;-0.033336
287; STO ANTONIO  ;36;1;609.6769;0.443683;0.121777;-0.033376
287; STO ANTONIO  ;37;1;611.2085;0.451136;0.121627;-0.033206
287; STO ANTONIO  ;38;1;754.8165;0.422151;0.110621;-0.036295
287; STO ANTONIO  ;39;1;756.0455;0.434113;0.11038;-0.035954
287; STO ANTONIO  ;40;1;759.979;0.443683;0.109995;-0.036014
287; STO ANTONIO  ;41;1;765.3394;0.451136;0.109544;-0.036067
287; STO ANTONIO  ;42;1;822.3092;0.506581;0.105078;-0.037246
287; STO ANTONIO  ;43;1;833.3709;0.520935;0.104211;-0.037274
287; STO ANTONIO  ;44;1;839.2712;0.53242;0.103749;-0.037307
287; STO ANTONIO  ;45;1;841.5685;0.541363;0.103569;-0.037166
287; STO ANTONIO  ;46;1;976.445;0.506581;0.095009;-0.039719
287; STO ANTONIO  ;47;1;978.6573;0.520935;0.09472;-0.039437
287; STO ANTONIO  ;48;1;984.5576;0.53242;0.094258;-0.039487
287; STO ANTONIO  ;49;1;992.3684;0.541363;0.093717;-0.039531
287; STO ANTONIO  ;50;1;1053.5844;0.591011;0.089718;-0.040506
287; STO ANTONIO  ;51;1;1069.0708;0.607758;0.088707;-0.04053
287; STO ANTONIO  ;52;1;1077.3312;0.621157;0.088167;-0.040557
287; STO ANTONIO  ;53;1;1080.5474;0.63159;0.087957;-0.04044
287; STO ANTONIO  ;54;1;1199.0811;0.591011;0.081571;-0.042561
287; STO ANTONIO  ;55;1;1202.5225;0.607758;0.081234;-0.042326
287; STO ANTONIO  ;56;1;1210.7829;0.621157;0.080694;-0.042368
287; STO ANTONIO  ;57;1;1221.5036;0.63159;0.080064;-0.042404
287; STO ANTONIO  ;58;1;1284.5833;0.675441;0.076532;-0.043218
287; STO ANTONIO  ;59;1;1305.2318;0.69458;0.075376;-0.043238
287; STO ANTONIO  ;60;1;1316.2456;0.709893;0.074759;-0.043261
287; STO ANTONIO  ;61;1;1320.5339;0.721818;0.074519;-0.043163
287; STO ANTONIO  ;62;1;1417.0192;0.675441;0.070043;-0.044945
287; STO ANTONIO  ;63;1;1421.9355;0.69458;0.069658;-0.044746
287; STO ANTONIO  ;64;1;1432.9493;0.709893;0.069041;-0.044782
287; STO ANTONIO  ;65;1;1447.0394;0.721818;0.068321;-0.044812
287; STO ANTONIO  ;66;1;1509.6002;0.759872;0.065256;-0.045502
287; STO ANTONIO  ;67;1;1536.1482;0.781403;0.063955;-0.045519
287; STO ANTONIO  ;68;1;1550.3088;0.79863;0.063261;-0.045538
287; STO ANTONIO  ;69;1;1555.8224;0.812045;0.062991;-0.045455
288; BELO MONTE   ;1;1;0;0;0.831445;-0.002016
288; BELO MONTE   ;2;1;23.0396;0;0.824192;-0.007466
288; BELO MONTE   ;3;1;92.9308;0;0.813189;-0.012832
288; BELO MONTE   ;4;1;216.3934;0;0.800232;-0.017535
290; ESPORA       ;1;0.99987;-1.7333;0.016926;0.404674;-0.003708
290; ESPORA       ;2;0.99987;-0.775;0.008463;0.409123;-0.003628
290; ESPORA       ;3;0.99987;-0.6405;0.008463;0.405332;-0.00362
290; ESPORA       ;4;0.99987;-0.5581;0.004232;0.428349;-0.002261
290; ESPORA       ;5;0.99987;-0.2286;0.004232;0.409781;-0.003471
290; ESPORA       ;6;0.99987;0;0;0.429007;-0.001096
304; ITIQUIRA I   ;1;0.99998;0.0098;0;0.768937;-0.000185
304; ITIQUIRA I   ;2;0.99998;0.1065;0;0.767143;-0.000506
305; ITIQUIRA II  ;1;1;0;0;1.232131;-0.001155
305; ITIQUIRA II  ;2;1;0.1433;0;1.224868;-0.003418
305; ITIQUIRA II  ;3;1;0.3702;0;1.219116;-0.004923
305; ITIQUIRA II  ;4;1;0.6326;0;1.214682;-0.005839
309; JURUENA      ;1;1;0.0043;0;0.307678;-0.001429
309; JURUENA      ;2;1;0.1494;0;0.305878;-0.004893
309; JURUENA      ;3;1;2.9309;0;0.283537;-0.007285
310; DARDANELOS   ;1;1;0;0;0.883782;-0.00171
310; DARDANELOS   ;2;1;0.8432;0;0.872553;-0.004952
310; DARDANELOS   ;3;1;2.0467;0;0.86454;-0.00722
310; DARDANELOS   ;4;1;4.2415;0;0.854798;-0.009036
311; CACU         ;1;1;0;0;0.248274;-0.000977
311; CACU         ;2;1;0.4663;0;0.241302;-0.002999
311; CACU         ;3;1;1.5281;0;0.233364;-0.003863
311; CACU         ;4;1;2.3307;0;0.229364;-0.003831
312; B. COQUEIROS ;1;1;0;0;0.325615;-0.000933
312; B. COQUEIROS ;2;1;0.402;0;0.319853;-0.002994
312; B. COQUEIROS ;3;1;1.3927;0;0.312754;-0.004116
312; B. COQUEIROS ;4;1;2.4576;0;0.307666;-0.004279
314; PIMENTAL     ;1;0.99869;0;0.023086;0.114162;-0.003313
314; PIMENTAL     ;2;0.99869;0;0.018968;0.115442;-0.004171
314; PIMENTAL     ;3;0.99869;0;0.006824;0.1211;-0.002649
314; PIMENTAL     ;4;0.99869;0;0;0.127459;-0.000746
314; PIMENTAL     ;5;0.99869;3.4487;0.036734;0.107803;-0.004892
314; PIMENTAL     ;6;0.99869;7.4146;0.040658;0.104147;-0.006342
314; PIMENTAL     ;7;0.99869;8.4141;0.041977;0.103225;-0.006212
314; PIMENTAL     ;8;0.99869;9.1633;0.043459;0.102534;-0.006342
314; PIMENTAL     ;9;0.99869;9.5856;0.04513;0.102145;-0.006212
314; PIMENTAL     ;10;0.99869;17.7682;0.04513;0.097115;-0.007574
314; PIMENTAL     ;11;0.99869;18.6129;0.043459;0.096726;-0.007457
314; PIMENTAL     ;12;0.99869;20.1113;0.041977;0.096035;-0.007457
314; PIMENTAL     ;13;0.99869;22.1102;0.040658;0.095114;-0.007457
314; PIMENTAL     ;14;0.99869;29.6106;0.036948;0.091656;-0.00814
314; PIMENTAL     ;15;0.99869;90.2941;0;0.065833;0
315; FOZ R. CLARO ;1;1;0;0;0.23216;-0.000159
315; FOZ R. CLARO ;2;1;0.0679;0;0.23121;-0.000499
315; FOZ R. CLARO ;3;1;0.1689;0;0.230503;-0.000809
315; FOZ R. CLARO ;4;1;0.2894;0;0.22994;-0.001145
-----;--------------;-------;---------;------------;-------------;-------------;-------------
