USIH ;    Nome      ;SegFPHA; Fcorrec ;    Rhs     ;    Varm     ;    Qtur     ;    Qlat     
114; D. FRANCISCA ;2;0.99499;0;0.026932;0.336543;-0.003748
114; D. FRANCISCA ;3;0.99499;0;0.013509;0.33966;-0.002583
114; D. FRANCISCA ;4;0.99499;0;0.004515;0.342792;-0.001566
114; D. FRANCISCA ;5;0.99499;0;0;0.345938;-0.000418
114; D. FRANCISCA ;6;0.99499;0.2825;0.162169;0.312204;-0.003619
114; D. FRANCISCA ;7;0.99499;0.6709;0.168377;0.310042;-0.00535
114; D. FRANCISCA ;8;0.99499;0.8451;0.172091;0.309072;-0.004551
114; D. FRANCISCA ;9;0.99499;0.9736;0.173004;0.308595;-0.005722
114; D. FRANCISCA ;10;0.99499;1.437;0.177942;0.306875;-0.005722
114; D. FRANCISCA ;11;0.99499;1.6848;0.183225;0.305955;-0.005722
115; G.P. SOUZA   ;1;1;-3.0845;0.046079;6.318415;0
115; G.P. SOUZA   ;2;1;0;0;6.322009;0
119; HENRY BORDEN ;1;1;0;0;5.676242;-0.00086
119; HENRY BORDEN ;2;1;0.2417;0;5.670064;-0.002045
119; HENRY BORDEN ;3;1;0.4339;0;5.667608;-0.002752
119; HENRY BORDEN ;4;1;0.7172;0;5.665194;-0.002959
120; JAGUARI      ;1;1;-3.4664;0.008097;0.49667;-0.010041
120; JAGUARI      ;2;1;-2.4209;0.005398;0.503826;-0.005948
120; JAGUARI      ;3;1;-2.3043;0.005398;0.499701;-0.008798
120; JAGUARI      ;4;1;-1.2597;0.008097;0.44459;-0.012676
120; JAGUARI      ;5;1;-1.2476;0.002699;0.509096;-0.001912
120; JAGUARI      ;6;1;-1.216;0.002699;0.506857;-0.004686
120; JAGUARI      ;7;1;0;0;0.512127;-0.000745
120; JAGUARI      ;8;1;2.9969;0;0.435497;-0.013716
121; PARAIBUNA    ;1;1;-8.4776;0.006889;0.66641;-0.007525
121; PARAIBUNA    ;2;1;-7.4792;0.005728;0.673487;-0.006661
121; PARAIBUNA    ;3;1;-6.9844;0.005728;0.668325;-0.007359
121; PARAIBUNA    ;4;1;-5.233;0.003819;0.681489;-0.004756
121; PARAIBUNA    ;5;1;-4.9229;0.003819;0.676637;-0.006175
121; PARAIBUNA    ;6;1;-2.7577;0.001909;0.690325;-0.001893
121; PARAIBUNA    ;7;1;-2.5759;0.001909;0.684639;-0.003984
121; PARAIBUNA    ;8;1;0;0;0.693475;-0.000796
122; SANTA BRANCA ;1;1;-7.3279;0.068927;0.314436;-0.006199
122; SANTA BRANCA ;2;1;-5.6684;0.051695;0.319832;-0.005534
122; SANTA BRANCA ;3;1;-5.4634;0.051695;0.317719;-0.006012
122; SANTA BRANCA ;4;1;-4.0859;0.034463;0.329118;-0.004121
122; SANTA BRANCA ;5;1;-3.6977;0.034463;0.323115;-0.005206
122; SANTA BRANCA ;6;1;-2.1829;0.017232;0.337775;-0.001593
122; SANTA BRANCA ;7;1;-2.0092;0.017232;0.332401;-0.003463
122; SANTA BRANCA ;8;1;0;0;0.341058;-0.000643
123; FUNIL        ;1;1;-33.7893;0.085608;0.548828;-0.005556
123; FUNIL        ;2;1;-25.7007;0.064206;0.555039;-0.005823
123; FUNIL        ;3;1;-24.8499;0.064206;0.551792;-0.005686
123; FUNIL        ;4;1;-18.2487;0.042804;0.568001;-0.004946
123; FUNIL        ;5;1;-16.5023;0.042804;0.558004;-0.005734
123; FUNIL        ;6;1;-9.7163;0.021402;0.581554;-0.002107
123; FUNIL        ;7;1;-8.7914;0.021402;0.570966;-0.004291
123; FUNIL        ;8;1;0;0;0.584519;-0.000875
126; PICADA       ;1;1;0;0;1.160002;-0.000852
126; PICADA       ;2;1;0.0613;0;1.154336;-0.002435
126; PICADA       ;3;1;0.1483;0;1.150311;-0.003477
126; PICADA       ;4;1;0.2404;0;1.147474;-0.00422
127; SOBRAGI      ;1;1;0;0;0.71915;-0.000732
127; SOBRAGI      ;2;1;0.0887;0;0.714915;-0.002464
127; SOBRAGI      ;3;1;0.3164;0;0.709477;-0.003589
127; SOBRAGI      ;4;1;0.5693;0;0.70545;-0.004085
129; SIMPLICIO    ;1;0.9997;0;0;0.981928;-0.001382
129; SIMPLICIO    ;2;0.9997;1.2102;0;0.9661;-0.003125
129; SIMPLICIO    ;3;0.9997;1.8285;0;0.962057;-0.002088
130; ILHA POMBOS  ;1;1;0;0;0.279905;-0.001825
130; ILHA POMBOS  ;2;1;1.8029;0;0.268645;-0.005578
130; ILHA POMBOS  ;3;1;4.8643;0;0.259085;-0.008291
130; ILHA POMBOS  ;4;1;8.6399;0;0.251224;-0.010153
131; NILO PECANHA ;1;1;0;0;2.691222;-0.000704
131; NILO PECANHA ;2;1;0.1116;0;2.688025;-0.002524
131; NILO PECANHA ;3;1;0.4459;0;2.683237;-0.003975
131; NILO PECANHA ;4;1;0.9303;0;2.678612;-0.004823
133; P. PASSOS    ;1;1;0;0;0.333024;-0.004203
133; P. PASSOS    ;2;1;1.8633;0;0.308517;-0.006529
133; P. PASSOS    ;3;1;2.2786;0;0.305786;-0.010045
133; P. PASSOS    ;4;1;4.104;0;0.297783;-0.013095
134; SALTO GRANDE ;1;0.99997;0.0038;0;0.800505;-0.000321
135; P. ESTRELA   ;1;1;0;0;0.461305;-0.001484
135; P. ESTRELA   ;2;1;0.5823;0;0.451775;-0.004329
135; P. ESTRELA   ;3;1;1.4823;0;0.44441;-0.006162
135; P. ESTRELA   ;4;1;2.4935;0;0.438893;-0.007257
139; CANDONGA     ;1;1;0;0;0.449709;-0.001169
139; CANDONGA     ;2;1;0.7061;0;0.440625;-0.002953
139; CANDONGA     ;3;1;1.5345;0;0.435295;-0.003693
139; CANDONGA     ;4;1;2.1467;0;0.43267;-0.003982
141; BAGUARI      ;1;1;0;0;0.172408;-0.001285
141; BAGUARI      ;2;1;1.7284;0;0.164024;-0.003761
141; BAGUARI      ;3;1;4.0725;0;0.158339;-0.005682
141; BAGUARI      ;4;1;6.5716;0;0.154299;-0.007507
143; AIMORES      ;1;1;0;0;0.253922;-0.002071
143; AIMORES      ;2;1;3.1069;0;0.244289;-0.007362
143; AIMORES      ;3;1;11.1582;0;0.231807;-0.011926
143; AIMORES      ;4;1;22.8084;0;0.219766;-0.015347
144; MASCARENHAS  ;1;1;0;0;0.204615;-0.002341
144; MASCARENHAS  ;2;1;3.6425;0;0.189982;-0.007106
144; MASCARENHAS  ;3;1;8.832;0;0.179558;-0.011048
144; MASCARENHAS  ;4;1;14.5679;0;0.171876;-0.014839
145; SUICA        ;1;0.99977;0.0097;0;2.111688;-0.000392
146; FONTES C     ;1;0.9999;0.0055;0;2.690831;-0.001961
147; FONTES AB    ;1;0.99998;0.0199;0;2.580713;-0.002586
147; FONTES AB    ;2;0.99998;0.1395;0;2.575166;-0.007969
148; IRAPE        ;1;1;-44.7056;0.013682;1.493499;-0.00409
148; IRAPE        ;2;1;-32.519;0.00998;1.497465;-0.004373
148; IRAPE        ;3;1;-26.6712;0.008262;1.498385;-0.004336
148; IRAPE        ;4;1;-15.6895;0.004561;1.523778;-0.003324
148; IRAPE        ;5;1;-14.211;0.004561;1.50235;-0.004441
148; IRAPE        ;6;1;0;0;1.528664;-0.001736
148; IRAPE        ;7;1;2.0003;0.013682;1.267867;-0.003787
148; IRAPE        ;8;1;53.1142;0;1.25321;-0.003613
153; SAO DOMINGOS ;1;0.99991;0;0.026352;0.307543;-0.003703
153; SAO DOMINGOS ;2;0.99991;0;0.021412;0.308468;-0.003741
153; SAO DOMINGOS ;3;0.99991;0;0;0.316488;-0.001021
153; SAO DOMINGOS ;4;0.99991;0.2691;0.044473;0.300755;-0.007344
153; SAO DOMINGOS ;5;0.99991;0.318;0.051054;0.299523;-0.007154
153; SAO DOMINGOS ;6;0.99991;0.9128;0.071645;0.29202;-0.009328
153; SAO DOMINGOS ;7;0.99991;1.0253;0.071645;0.291074;-0.011281
153; SAO DOMINGOS ;8;0.99991;1.793;0.096138;0.28455;-0.012134
153; SAO DOMINGOS ;9;0.99991;2.7326;0.004666;0.285013;-0.01215
154; ITAPEBI      ;1;0.99995;0;0.020967;0.71097;-0.002817
154; ITAPEBI      ;2;0.99995;0;0;0.719812;-0.001387
154; ITAPEBI      ;3;0.99995;0.6851;0.020967;0.706739;-0.005315
154; ITAPEBI      ;4;0.99995;2.1169;0.041934;0.697896;-0.00622
154; ITAPEBI      ;5;0.99995;2.4482;0.041934;0.696873;-0.007763
154; ITAPEBI      ;6;0.99995;4.7732;0.058956;0.689694;-0.008823
154; ITAPEBI      ;7;0.99995;5.3119;0.066845;0.688031;-0.008809
154; ITAPEBI      ;8;0.99995;8.7993;0.083867;0.680852;-0.00963
155; RETIRO BAIXO ;1;1;-1.5145;0.095259;0.32458;-0.004629
155; RETIRO BAIXO ;2;1;-1.3246;0.071444;0.327734;-0.003949
155; RETIRO BAIXO ;3;1;-1.1408;0.04763;0.332515;-0.002938
155; RETIRO BAIXO ;4;1;-0.7866;0.023815;0.339373;-0.001274
155; RETIRO BAIXO ;5;1;-0.7863;0.071444;0.324888;-0.004419
155; RETIRO BAIXO ;6;1;-0.5769;0.04763;0.328043;-0.003684
155; RETIRO BAIXO ;7;1;-0.3737;0.023815;0.332823;-0.002518
155; RETIRO BAIXO ;8;1;0;0;0.339681;-0.000553
156; TRES MARIAS  ;1;1;-79.7133;0.005623;0.475728;-0.004402
156; TRES MARIAS  ;2;1;-54.2082;0.003749;0.482005;-0.003569
156; TRES MARIAS  ;3;1;-51.9373;0.003749;0.476992;-0.004208
156; TRES MARIAS  ;4;1;-28.3487;0.001874;0.492994;-0.001709
156; TRES MARIAS  ;5;1;-26.1459;0.001874;0.483269;-0.00315
156; TRES MARIAS  ;6;1;0;0;0.494259;-0.000767
156; TRES MARIAS  ;7;1;41.3126;0.005623;0.297618;-0.00475
156; TRES MARIAS  ;8;1;129.7947;0;0.293825;0
162; QUEIMADO     ;1;1;-4.1295;0.011279;1.645666;-0.008402
162; QUEIMADO     ;2;1;-2.9996;0.007519;1.660209;-0.006216
162; QUEIMADO     ;3;1;-2.5961;0.007519;1.647801;-0.007874
162; QUEIMADO     ;4;1;-1.6028;0.00376;1.672878;-0.002396
162; QUEIMADO     ;5;1;-1.4315;0.00376;1.662344;-0.005219
162; QUEIMADO     ;6;1;0;0;1.675013;-0.000966
162; QUEIMADO     ;7;1;4.066;0.011279;1.477686;-0.009372
162; QUEIMADO     ;8;1;9.2912;0;1.471281;-0.009824
169; SOBRADINHO   ;1;1;-174.3064;0.010598;0.218932;-0.013826
169; SOBRADINHO   ;2;1;-152.7378;0.007949;0.232568;-0.011928
169; SOBRADINHO   ;3;1;-114.1118;0.005299;0.245171;-0.008303
169; SOBRADINHO   ;4;1;-112.8559;0.007949;0.22033;-0.013376
169; SOBRADINHO   ;5;1;-89.7682;0.005299;0.233966;-0.010959
169; SOBRADINHO   ;6;1;-66.008;0.00265;0.261652;-0.003503
169; SOBRADINHO   ;7;1;-49.623;0.00265;0.246569;-0.006969
169; SOBRADINHO   ;8;1;0;0;0.26305;-0.001561
172; ITAPARICA    ;1;1;-65.9428;0.042164;0.432617;-0.000001
172; ITAPARICA    ;2;1;-0.0023;0.000001;0.433527;0
173; MOXOTO       ;1;1;0;0;0.188607;-0.000094
173; MOXOTO       ;2;1;0.4044;0;0.187845;-0.000248
173; MOXOTO       ;3;1;0.9588;0;0.187322;-0.000323
173; MOXOTO       ;4;1;1.3043;0;0.187104;-0.000393
174; P.AFONSO 123 ;1;1;0;0;0.773305;-0.001925
174; P.AFONSO 123 ;2;1;1.8832;0;0.769033;-0.008294
174; P.AFONSO 123 ;3;1;9.3657;0;0.760547;-0.016244
174; P.AFONSO 123 ;4;1;25.6838;0;0.748209;-0.02469
175; P.AFONSO 4   ;1;1;0;0;1.02407;-0.001368
175; P.AFONSO 4   ;2;1;2.7248;0;1.01952;-0.005024
175; P.AFONSO 4   ;3;1;12.5388;0;1.011326;-0.008471
175; P.AFONSO 4   ;4;1;36.7082;0;0.997873;-0.010474
178; XINGO        ;1;0.99976;0;0.121415;1.098966;-0.006273
178; XINGO        ;2;0.99976;0;0;1.109229;-0.003088
178; XINGO        ;3;0.99976;18.2683;0.121415;1.074061;-0.010932
178; XINGO        ;4;0.99976;25.796;0.24283;1.063798;-0.012476
178; XINGO        ;5;0.99976;37.921;0.24283;1.055533;-0.014823
178; XINGO        ;6;0.99976;51.7744;0.354552;1.046089;-0.016588
178; XINGO        ;7;0.99976;52.9764;0.373939;1.04527;-0.01645
178; XINGO        ;8;0.99976;73.7567;0.48566;1.035827;-0.018147
185; BARRA BRAUNA ;1;1;0;0;0.219343;0
185; BARRA BRAUNA ;2;1;0.3814;0;0.211153;0
185; BARRA BRAUNA ;3;1;0.9191;0;0.205379;0
185; BARRA BRAUNA ;4;1;1.4884;0;0.201304;0
189; P. CAVALO    ;1;1;-7.4853;0.008906;0.96061;-0.004592
189; P. CAVALO    ;2;1;-5.22;0.005937;0.966498;-0.003451
189; P. CAVALO    ;3;1;-4.7728;0.005937;0.961264;-0.004317
189; P. CAVALO    ;4;1;-2.7684;0.002969;0.973916;-0.001457
189; P. CAVALO    ;5;1;-2.4795;0.002969;0.967152;-0.002942
189; P. CAVALO    ;6;1;0;0;0.97457;-0.000624
189; P. CAVALO    ;7;1;7.4239;0.008906;0.844277;-0.004998
189; P. CAVALO    ;8;1;16.0648;0;0.842313;-0.005099
190; B. ESPERANCA ;1;1;-12.858;0.011571;0.371081;-0.012842
190; B. ESPERANCA ;2;1;-10.294;0.007714;0.382703;-0.008366
190; B. ESPERANCA ;3;1;-6.9282;0.007714;0.372017;-0.011514
190; B. ESPERANCA ;4;1;-6.2248;0.003857;0.396389;-0.003159
190; B. ESPERANCA ;5;1;-5.9657;0.011571;0.356494;-0.015699
190; B. ESPERANCA ;6;1;-4.2167;0.003857;0.383639;-0.006871
190; B. ESPERANCA ;7;1;0;0;0.397325;-0.001315
190; B. ESPERANCA ;8;1;14.4786;0;0.353685;-0.016892
192; GUILMAN-AMOR ;1;1;0;0;1.007497;-0.000909
192; GUILMAN-AMOR ;2;1;0.1902;0;1.001833;-0.002747
192; GUILMAN-AMOR ;3;1;0.4881;0;0.997397;-0.004121
192; GUILMAN-AMOR ;4;1;0.8385;0;0.993919;-0.005201
193; SA CARVALHO  ;1;1;0;0;0.940623;-0.000565
193; SA CARVALHO  ;2;1;0.0637;0;0.937547;-0.001833
193; SA CARVALHO  ;3;1;0.1786;0;0.934774;-0.00291
193; SA CARVALHO  ;4;1;0.3331;0;0.932289;-0.003809
195; JAURU        ;1;1;0;0;0.93249;-0.000698
195; JAURU        ;2;1;0.1022;0;0.929266;-0.002492
195; JAURU        ;3;1;0.3979;0;0.924604;-0.003915
195; JAURU        ;4;1;0.8218;0;0.920148;-0.004754
196; GUAPORE      ;1;1;0;0;1.550593;-0.002062
196; GUAPORE      ;2;1;0.2199;0;1.539268;-0.00579
196; GUAPORE      ;3;1;0.4755;0;1.532685;-0.009185
196; GUAPORE      ;4;1;1.0622;0;1.522612;-0.011874
203; CORUMBA III  ;1;1;-3.2461;0.03614;0.328225;-0.008114
203; CORUMBA III  ;2;1;-2.9402;0.027105;0.334729;-0.007199
203; CORUMBA III  ;3;1;-2.5404;0.01807;0.343819;-0.005375
203; CORUMBA III  ;4;1;-1.7068;0.027105;0.328899;-0.007879
203; CORUMBA III  ;5;1;-1.6819;0.009035;0.355494;-0.002268
203; CORUMBA III  ;6;1;-1.3534;0.01807;0.335403;-0.006749
203; CORUMBA III  ;7;1;-0.906;0.009035;0.344493;-0.004579
203; CORUMBA III  ;8;1;0;0;0.356168;-0.000972
204; CACH.CALDEIR ;1;1;0;0;0.143016;-0.000314
204; CACH.CALDEIR ;2;1;0.8526;0;0.140811;-0.001016
204; CACH.CALDEIR ;3;1;2.2468;0;0.139008;-0.001634
204; CACH.CALDEIR ;4;1;3.1533;0;0.138227;-0.002372
215; SALTO PILAO  ;1;1;0;0;1.771517;-0.000999
215; SALTO PILAO  ;2;1;0.144;0;1.766221;-0.003295
215; SALTO PILAO  ;3;1;0.4082;0;1.761365;-0.005328
215; SALTO PILAO  ;4;1;0.7754;0;1.756863;-0.007125
217; ROSAL        ;1;0.99947;0.0372;0;1.69031;-0.001246
225; SLT APIACAS  ;1;1;0;0;0.221834;0
227; SINOP        ;1;1;-66.1647;0.058368;0.234515;-0.007781
227; SINOP        ;2;1;-53.9886;0.043776;0.240479;-0.005802
227; SINOP        ;3;1;-48.6863;0.043776;0.236028;-0.00719
227; SINOP        ;4;1;-37.8518;0.029184;0.244439;-0.003381
227; SINOP        ;5;1;-35.9093;0.029184;0.241992;-0.005074
227; SINOP        ;6;1;-19.281;0.014592;0.246227;-0.001043
227; SINOP        ;7;1;-19.1717;0.014592;0.245952;-0.002637
227; SINOP        ;8;1;0;0;0.24774;-0.000399
228; COLIDER      ;1;1;0;0;0.219551;-0.002804
228; COLIDER      ;2;1;6.1124;0;0.202494;-0.008291
228; COLIDER      ;3;1;15.2118;0;0.189797;-0.012296
228; COLIDER      ;4;1;26.9285;0;0.178898;-0.015169
229; TELES PIRES  ;1;1;0;0;0.51841;-0.003757
229; TELES PIRES  ;2;1;18.3562;0;0.498124;-0.012615
229; TELES PIRES  ;3;1;58.0497;0;0.47619;-0.019428
229; TELES PIRES  ;4;1;108.5101;0;0.457602;-0.024117
230; SAO MANOEL   ;1;1;0;0;0.247612;-0.004549
230; SAO MANOEL   ;2;1;23.5302;0;0.218414;-0.013148
230; SAO MANOEL   ;3;1;55.9273;0;0.198313;-0.019237
230; SAO MANOEL   ;4;1;92.8402;0;0.183045;-0.023829
241; SLT VERDINHO ;1;1;0;0;0.368918;-0.000406
241; SLT VERDINHO ;2;1;0.0488;0;0.368132;-0.001856
241; SLT VERDINHO ;3;1;0.2159;0;0.366788;-0.00389
241; SLT VERDINHO ;4;1;0.612;0;0.364663;-0.006298
249; OURINHOS     ;1;1;0;0;0.104377;-0.001415
249; OURINHOS     ;2;1;0.8121;0;0.097278;-0.004806
249; OURINHOS     ;3;1;2.3805;0;0.090422;-0.007968
249; OURINHOS     ;4;1;4.6406;0;0.083836;-0.010877
251; SERRA MESA   ;1;1;-180.3733;0.00764;0.998293;-0.016845
251; SERRA MESA   ;2;1;-142.2956;0.00573;1.012462;-0.013257
251; SERRA MESA   ;3;1;-134.8085;0.00573;1.003937;-0.015816
251; SERRA MESA   ;4;1;-98.8897;0.00382;1.024616;-0.008265
251; SERRA MESA   ;5;1;-95.0788;0.00382;1.018106;-0.011829
251; SERRA MESA   ;6;1;-50.521;0.00191;1.031968;-0.00272
251; SERRA MESA   ;7;1;-50.0208;0.00191;1.030259;-0.006583
251; SERRA MESA   ;8;1;0;0;1.037612;-0.001058
252; CANA BRAVA   ;1;0.99807;0;0.036069;0.368108;-0.005164
252; CANA BRAVA   ;2;0.99807;0;0.02155;0.374707;-0.006445
252; CANA BRAVA   ;3;0.99807;0;0.007538;0.384259;-0.004149
252; CANA BRAVA   ;4;0.99807;0;0;0.394537;-0.001174
252; CANA BRAVA   ;5;0.99807;0.514;0.038698;0.366316;-0.009387
252; CANA BRAVA   ;6;0.99807;2.9472;0.057367;0.357831;-0.008431
252; CANA BRAVA   ;7;0.99807;8.4262;0.071379;0.348278;-0.010017
252; CANA BRAVA   ;8;0.99807;11.5465;0.07404;0.344651;-0.011506
252; CANA BRAVA   ;9;0.99807;13.4707;0.076227;0.342415;-0.011392
252; CANA BRAVA   ;10;0.99807;14.8747;0.078621;0.340783;-0.011392
252; CANA BRAVA   ;11;0.99807;15.6449;0.081247;0.339887;-0.011392
253; SAO SALVADOR ;1;0.99966;0;0.039179;0.207863;-0.002004
253; SAO SALVADOR ;2;0.99966;0;0.030324;0.208478;-0.00276
253; SAO SALVADOR ;3;0.99966;0;0.007209;0.210884;-0.001496
253; SAO SALVADOR ;4;0.99966;0;0;0.212384;-0.000344
253; SAO SALVADOR ;5;0.99966;0.4262;0.053597;0.206363;-0.003489
253; SAO SALVADOR ;6;0.99966;1.0776;0.059105;0.205216;-0.006097
253; SAO SALVADOR ;7;0.99966;1.7931;0.071204;0.203957;-0.00594
253; SAO SALVADOR ;8;0.99966;4.2663;0.085147;0.201055;-0.008186
253; SAO SALVADOR ;9;0.99966;4.4196;0.086299;0.200875;-0.008
253; SAO SALVADOR ;10;0.99966;4.5462;0.088022;0.200727;-0.007963
257; PEIXE ANGIC  ;1;1;-7.931;0.016729;0.254129;-0.00356
257; PEIXE ANGIC  ;2;1;-5.7731;0.033457;0.234771;-0.00813
257; PEIXE ANGIC  ;3;1;-2.8797;0.050186;0.224387;-0.01151
257; PEIXE ANGIC  ;4;1;-0.7705;0.066914;0.217965;-0.014718
257; PEIXE ANGIC  ;5;1;0;0;0.254468;-0.00157
257; PEIXE ANGIC  ;6;1;1.9811;0.016729;0.23511;-0.00694
257; PEIXE ANGIC  ;7;1;4.6977;0.033457;0.224726;-0.010505
257; PEIXE ANGIC  ;8;1;6.6302;0.050186;0.218304;-0.013634
261; LAJEADO      ;1;1;0;0.010385;0.338921;-0.006444
261; LAJEADO      ;2;1;0;0.010148;0.338991;-0.006765
261; LAJEADO      ;3;1;0;0.009998;0.33907;-0.006899
261; LAJEADO      ;4;1;0;0;0.346138;-0.003032
261; LAJEADO      ;5;1;13.5932;0.010304;0.319012;-0.013299
261; LAJEADO      ;6;1;13.6113;0.010073;0.319081;-0.013345
261; LAJEADO      ;7;1;13.6324;0.010467;0.318926;-0.013475
261; LAJEADO      ;8;1;18.229;0.019996;0.312189;-0.016295
261; LAJEADO      ;9;1;18.3374;0.020295;0.31203;-0.016295
261; LAJEADO      ;10;1;18.4127;0.020608;0.31192;-0.016295
261; LAJEADO      ;11;1;18.452;0.020933;0.311862;-0.015757
261; LAJEADO      ;12;1;42.1893;0.020295;0.29455;-0.02055
261; LAJEADO      ;13;1;42.2255;0.019996;0.294603;-0.020957
261; LAJEADO      ;14;1;42.2646;0.020608;0.29444;-0.02055
261; LAJEADO      ;15;1;42.4609;0.020933;0.294268;-0.020957
261; LAJEADO      ;16;1;51.2016;0.029993;0.287862;-0.022796
261; LAJEADO      ;17;1;51.5271;0.030443;0.287624;-0.022454
261; LAJEADO      ;18;1;51.753;0.030912;0.287458;-0.022796
261; LAJEADO      ;19;1;51.8708;0.0314;0.287372;-0.022454
261; LAJEADO      ;20;1;80.1891;0.030443;0.273621;-0.025516
261; LAJEADO      ;21;1;80.1891;0.029993;0.2737;-0.025299
261; LAJEADO      ;22;1;80.415;0.030912;0.273455;-0.025299
261; LAJEADO      ;23;1;80.886;0.0314;0.273196;-0.025299
261; LAJEADO      ;24;1;93.3187;0.039991;0.267122;-0.026419
261; LAJEADO      ;25;1;93.9696;0.040591;0.266804;-0.026262
261; LAJEADO      ;26;1;94.4215;0.041215;0.266583;-0.026262
261; LAJEADO      ;27;1;94.657;0.041866;0.266468;-0.026262
262; SALTO        ;1;1;0;0;0.45806;-0.002005
262; SALTO        ;2;1;0.7821;0;0.44592;-0.003472
262; SALTO        ;3;1;1.0189;0;0.444081;-0.005099
262; SALTO        ;4;1;3.5605;0;0.43093;-0.005493
267; ESTREITO TOC ;1;0.99551;0;0.040072;0.179687;-0.009922
267; ESTREITO TOC ;2;0.99551;0;0.031605;0.184538;-0.012179
267; ESTREITO TOC ;3;0.99551;0;0.013979;0.199687;-0.008128
267; ESTREITO TOC ;4;0.99551;0;0;0.223715;-0.002498
267; ESTREITO TOC ;5;0.99551;9.6226;0.048121;0.172769;-0.017827
267; ESTREITO TOC ;6;0.99551;33.4218;0.077984;0.155658;-0.015863
267; ESTREITO TOC ;7;0.99551;51.1113;0.085383;0.149299;-0.021607
267; ESTREITO TOC ;8;0.99551;68.6796;0.09518;0.142984;-0.0213
267; ESTREITO TOC ;9;0.99551;75.5626;0.100938;0.14051;-0.019002
267; ESTREITO TOC ;10;0.99551;99.7758;0.107689;0.134707;-0.022791
267; ESTREITO TOC ;11;0.99551;124.6752;0.121575;0.12874;-0.022791
272; CURUA-UNA    ;1;1;-5.5347;0.017007;0.172572;-0.011329
272; CURUA-UNA    ;2;1;-4.217;0.011338;0.181365;-0.006972
272; CURUA-UNA    ;3;1;-3.2154;0.011338;0.173416;-0.009976
272; CURUA-UNA    ;4;1;-2.4256;0.005669;0.191433;-0.002506
272; CURUA-UNA    ;5;1;-1.8445;0.005669;0.182209;-0.005635
272; CURUA-UNA    ;6;1;0;0;0.192278;-0.00103
272; CURUA-UNA    ;7;1;1.7566;0.017007;0.133994;-0.014429
272; CURUA-UNA    ;8;1;9.6717;0;0.131462;-0.015796
275; TUCURUI      ;1;1;-1095.2022;0.043504;0.536407;-0.032342
275; TUCURUI      ;2;1;-924.2415;0.032628;0.557922;-0.025153
275; TUCURUI      ;3;1;-722.7868;0.032628;0.538819;-0.030062
275; TUCURUI      ;4;1;-698.3544;0.021752;0.582383;-0.016506
275; TUCURUI      ;5;1;-543.3467;0.021752;0.560334;-0.022633
275; TUCURUI      ;6;1;-397.8535;0.010876;0.610078;-0.006205
275; TUCURUI      ;7;1;-308.9803;0.010876;0.584795;-0.013555
275; TUCURUI      ;8;1;0;0;0.61249;-0.002574
276; RONDON II    ;1;1;-2.2932;0.012636;0.524105;-0.013887
276; RONDON II    ;2;1;-1.9909;0.008424;0.53668;-0.008786
276; RONDON II    ;3;1;-1.1931;0.004212;0.547842;-0.003052
276; RONDON II    ;4;1;-1.1242;0.008424;0.524445;-0.012391
276; RONDON II    ;5;1;-0.8098;0.004212;0.53702;-0.007084
276; RONDON II    ;6;1;0;0;0.548182;-0.001217
276; RONDON II    ;7;1;3.8187;0.012636;0.466583;-0.016993
276; RONDON II    ;8;1;7.5427;0;0.465562;-0.018232
277; BALBINA      ;1;1;-6.8414;0.002679;0.192199;-0.008967
277; BALBINA      ;2;1;-6.2669;0.00134;0.210505;-0.003687
277; BALBINA      ;3;1;-4.1746;0.004019;0.177834;-0.012438
277; BALBINA      ;4;1;-0.8504;0.00134;0.193086;-0.007574
277; BALBINA      ;5;1;-0.7176;0.005359;0.16741;-0.014658
277; BALBINA      ;6;1;0;0;0.211392;-0.00157
277; BALBINA      ;7;1;1.5406;0.002679;0.178721;-0.011522
277; BALBINA      ;8;1;4.7218;0.004019;0.168297;-0.014007
278; MANSO        ;1;1;-15.8295;0.006728;0.511181;-0.00917
278; MANSO        ;2;1;-11.6403;0.004486;0.521399;-0.006157
278; MANSO        ;3;1;-9.8;0.004486;0.512466;-0.008344
278; MANSO        ;4;1;-6.2943;0.002243;0.530606;-0.002245
278; MANSO        ;5;1;-5.4784;0.002243;0.522684;-0.005045
278; MANSO        ;6;1;-4.8505;0.006728;0.47565;-0.010713
278; MANSO        ;7;1;0;0;0.531891;-0.000908
278; MANSO        ;8;1;15.6209;0;0.471794;-0.011263
279; SAMUEL       ;1;1;-8.1209;0.006008;0.264712;-0.016592
279; SAMUEL       ;2;1;-7.3401;0.003004;0.296828;-0.006739
279; SAMUEL       ;3;1;-4.5621;0.009012;0.238031;-0.023028
279; SAMUEL       ;4;1;-0.934;0.003004;0.265462;-0.013976
279; SAMUEL       ;5;1;0;0;0.297578;-0.002854
279; SAMUEL       ;6;1;1.1162;0.012016;0.216784;-0.026653
279; SAMUEL       ;7;1;2.4715;0.006008;0.238781;-0.021363
279; SAMUEL       ;8;1;7.9967;0.009012;0.217534;-0.025692
280; COARACY NUNE ;1;1;0;0;0.18191;-0.000156
280; COARACY NUNE ;2;1;0.0905;0;0.180989;-0.000489
280; COARACY NUNE ;3;1;0.2878;0;0.179985;-0.000678
280; COARACY NUNE ;4;1;0.5421;0;0.179123;-0.000716
281; PONTE PEDRA  ;1;1;0;0;2.222096;-0.001236
